,Unnamed: 0,recordnum,recordtype,recordtypemapped,recordtypedesc,description,opendate,inspectiondate,lastinspresult,statuscurrent,originaladdress1,originalcity,originalstate,originalzip,link,latitude,longitude,location1
153183,153183,009081-20CP,Complaint,Request,Weeds,Veg blocking sidewalk,2020-10-15,"{'type': 'Point', 'coordinates': [-122.37450403, 47.66767445]}",,Completed,1417 NW 54TH ST,SEATTLE,WA,98107.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009081-20CP'},47.66767445,-122.37450403,"{'latitude': '47.66767445', 'longitude': '-122.37450403'}"
153185,153185,009083-20CP,Complaint,Request,Weeds,"Vacant rental property with overgrown vegetation, including a dead tree with branches that have fallen near utilities lines. In addition, it now appears someone might be illegally squatting in the house.",2020-10-15,"{'type': 'Point', 'coordinates': [-122.35535118, 47.52508272]}",,Completed,8717 16TH AVE SW,SEATTLE,WA,98106.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009083-20CP'},47.52508272,-122.35535118,"{'latitude': '47.52508272', 'longitude': '-122.35535118'}"
153190,153190,009087-20CP,Complaint,Request,Weeds,"Yard looks awful completely over grown, rat concerns",2020-10-15,"{'type': 'Point', 'coordinates': [-122.26308164, 47.51704549]}",Completed,Completed,5518 S ROXBURY ST,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009087-20CP'},47.51704549,-122.26308164,"{'latitude': '47.51704549', 'longitude': '-122.26308164'}"
153207,153207,009101-20CP,Complaint,Request,"ECA , Tree","Extensive vegetation clearing, tree cutting, and artificial stream diversion in ECA3 riparian flood-prone zone adjacent to Thornton Creek in NE Seattle.",2020-10-17,"{'type': 'Point', 'coordinates': [-122.29173652, 47.71336762]}",,Completed,11555 35TH AVE NE,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009101-20CP'},47.71336762,-122.29173652,"{'latitude': '47.71336762', 'longitude': '-122.29173652'}"
153238,153238,009128-20CP,Complaint,Request,Weeds,Overgrowth,2020-10-16,"{'type': 'Point', 'coordinates': [-122.32786403, 47.6011292]}",Completed,Completed,105 5TH AVE S,SEATTLE,WA,98104.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009128-20CP'},47.6011292,-122.32786403,"{'latitude': '47.6011292', 'longitude': '-122.32786403'}"
153241,153241,009131-20CP,Complaint,Request,Construction,"Excavation in vegetation removal (tree root system damaged), underground piping exposed. No permits.",2020-10-19,"{'type': 'Point', 'coordinates': [-122.29510212, 47.70991869]}",Completed,Completed,11051 31ST AVE NE,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009131-20CP'},47.70991869,-122.29510212,"{'latitude': '47.70991869', 'longitude': '-122.29510212'}"
153272,153272,009152-20CP,Complaint,Request,Weeds,"Overgrown brush intruding into the sidewalk, making it dificult to navigate and provdes places where people can hide at night",2020-10-19,"{'type': 'Point', 'coordinates': [-122.32001976, 47.68912384]}",Completed,Completed,8302 8TH AVE NE,SEATTLE,WA,98115.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009152-20CP'},47.68912384,-122.32001976,"{'latitude': '47.68912384', 'longitude': '-122.32001976'}"
153277,153277,009156-20CP,Complaint,Request,Weeds,no answer,2020-10-19,"{'type': 'Point', 'coordinates': [-122.3221013, 47.63438539]}",,Completed,1610 LAKEVIEW BLVD E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009156-20CP'},47.63438539,-122.3221013,"{'latitude': '47.63438539', 'longitude': '-122.3221013'}"
153278,153278,009157-20CP,Complaint,Request,Weeds,no answer,2020-10-19,"{'type': 'Point', 'coordinates': [-122.3391543, 47.65302716]}",Completed,Completed,3808 CARR PL N,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009157-20CP'},47.65302716,-122.3391543,"{'latitude': '47.65302716', 'longitude': '-122.3391543'}"
153282,153282,009161-20CP,Complaint,Request,Weeds,Vegetation overrunning the sidewalk,2020-10-17,"{'type': 'Point', 'coordinates': [-122.4043121, 47.57733744]}",,Completed,5614 SW ADMIRAL WAY,SEATTLE,WA,98116.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009161-20CP'},47.57733744,-122.4043121,"{'latitude': '47.57733744', 'longitude': '-122.4043121'}"
153312,153312,009180-20CP,Complaint,Request,Weeds,Vegetation behind the house is growing into the sidewalk and hanging over the street.,2020-10-20,"{'type': 'Point', 'coordinates': [-122.29129078, 47.72765701]}",,Completed,13539 35TH AVE NE,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009180-20CP'},47.72765701,-122.29129078,"{'latitude': '47.72765701', 'longitude': '-122.29129078'}"
153325,153325,009191-20CP,Complaint,Request,"Construction , ECA , Tree , Weeds","Resident is currently conducting a landscaping project in an ECA, marked as potential slide area.  This has involved the removal of vegetation, and addition of new shrubs/trees. I have not seen any plan filed with the SDCI for this work in a critical area.",2020-10-21,"{'type': 'Point', 'coordinates': [-122.34239319, 47.6383243]}",Completed,Completed,2113 8TH AVE N,SEATTLE,WA,98109.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009191-20CP'},47.6383243,-122.34239319,"{'latitude': '47.6383243', 'longitude': '-122.34239319'}"
153341,153341,009202-20CP,Complaint,Request,Weeds,"I've tried several times to submit but address formatting error. Here it is again. Tree foliage dangerous and needs to be trimmed. Branches hanging down and blocking foot and vehicle visibility. In addition, roots of overgrown trees seriously damaged pavement leveling creating a dangerous drop off on the eastern sidewalk edge, most notably closest to the intersection. I rolled my ankle on this edge and sprained it. Months of rehab and med $. The next injury along with side",2020-10-21,"{'type': 'Point', 'coordinates': [-122.2798459, 47.67784373]}",Completed,Completed,4422 NE 68th ST,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009202-20CP'},47.67784373,-122.2798459,"{'latitude': '47.67784373', 'longitude': '-122.2798459'}"
153347,153347,009207-20CP,Complaint,Request,Weeds,Sharp pointed leaves blocking sidewalk,2020-10-21,"{'type': 'Point', 'coordinates': [-122.40664003, 47.6471079]}",,Completed,2872 39TH AVE W,SEATTLE,WA,98199.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009207-20CP'},47.6471079,-122.40664003,"{'latitude': '47.6471079', 'longitude': '-122.40664003'}"
153348,153348,009208-20CP,Complaint,Request,Weeds,no answer,2020-10-21,"{'type': 'Point', 'coordinates': [-122.27397198, 47.55355125]}",,Completed,4710 S BRANDON ST,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009208-20CP'},47.55355125,-122.27397198,"{'latitude': '47.55355125', 'longitude': '-122.27397198'}"
153349,153349,009209-20CP,Complaint,Request,Weeds,Blackberries,2020-10-20,"{'type': 'Point', 'coordinates': [-122.29282071, 47.55103069]}",Completed,Completed,3034 S ORCAS ST,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009209-20CP'},47.55103069,-122.29282071,"{'latitude': '47.55103069', 'longitude': '-122.29282071'}"
153352,153352,009212-20CP,Complaint,Request,Weeds,Pointed leaves over sidewalk.,2020-10-21,"{'type': 'Point', 'coordinates': [-122.40641195, 47.65064567]}",,Completed,3812 W BERTONA ST,SEATTLE,WA,98199.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009212-20CP'},47.65064567,-122.40641195,"{'latitude': '47.65064567', 'longitude': '-122.40641195'}"
153364,153364,009219-20CP,Complaint,Request,Weeds,Sharp pointed leaves blocking sidewalk.,2020-10-21,"{'type': 'Point', 'coordinates': [-122.4111152, 47.64721855]}",,Completed,3011 42ND AVE W,SEATTLE,WA,98199.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009219-20CP'},47.64721855,-122.4111152,"{'latitude': '47.64721855', 'longitude': '-122.4111152'}"
153379,153379,009229-20CP,Complaint,Request,Land Use,PER CSB: Overgrown vegetation. Fence about to fall over onto the sidewalk. Trash throughout front yard and back yard.,2020-10-16,"{'type': 'Point', 'coordinates': [-122.37886217, 47.69879755]}",,Closed,9518 18TH AVE NW,SEATTLE,WA,98117.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009229-20CP'},47.69879755,-122.37886217,"{'latitude': '47.69879755', 'longitude': '-122.37886217'}"
153384,153384,009232-20CP,Complaint,Request,Weeds,"Per CSB: Gary called the Customer Service Bureau about a vacant lot north of 9732 60th Ave S. Gary stated the lot has overgrown vegetation, dead trees and a damaged brick and retaining wall with falling pieces along the sidewalk. Gary said the overgrown vegetation is encroaching into the alley behind the property and that garbage collection drivers have mentioned it's blocking their visibility. Gary said the dead trees are a threat to his property as well as the right of way.",2020-10-16,"{'type': 'Point', 'coordinates': [-122.25790707, 47.51434686]}",,Completed,9726 60TH AVE S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009232-20CP'},47.51434686,-122.25790707,"{'latitude': '47.51434686', 'longitude': '-122.25790707'}"
153391,153391,009239-20CP,Complaint,Request,"Tree , Weeds",The tree and vegetation are blocking the site of traffic and there an accident at this intersection the night before last.,2020-10-23,"{'type': 'Point', 'coordinates': [-122.33781073, 47.7321418]}",Completed,Completed,14058 Courtland PL N,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009239-20CP'},47.7321418,-122.33781073,"{'latitude': '47.7321418', 'longitude': '-122.33781073'}"
153405,153405,009245-20CP,Complaint,Request,Weeds,Private bushes growing into sidewalk,2020-10-22,"{'type': 'Point', 'coordinates': [-122.34087118, 47.62747003]}",Completed,Completed,923 WESTLAKE AVE N,SEATTLE,WA,98109.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009245-20CP'},47.62747003,-122.34087118,"{'latitude': '47.62747003', 'longitude': '-122.34087118'}"
153413,153413,009252-20CP,Complaint,Request,Weeds,overgrowth onto sidewalk,2020-10-23,"{'type': 'Point', 'coordinates': [-122.33384629, 47.60257256]}",Completed,Completed,107 CHERRY ST,SEATTLE,WA,98104.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009252-20CP'},47.60257256,-122.33384629,"{'latitude': '47.60257256', 'longitude': '-122.33384629'}"
153416,153416,009255-20CP,Complaint,Request,Weeds,Bushes/plants on both sides of fenced bike lane - reduced navigation area- worse in rainy weather,2020-10-22,,,Completed,,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009255-20CP'},,,
153420,153420,009259-20CP,Complaint,Request,Weeds,"Overgrown foliage, shrubs.",2020-10-23,"{'type': 'Point', 'coordinates': [-122.34062757, 47.65606609]}",,Completed,4010 Interlake AVE N,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009259-20CP'},47.65606609,-122.34062757,"{'latitude': '47.65606609', 'longitude': '-122.34062757'}"
153446,153446,009282-20CP,Complaint,Request,Vacant Building,"This is a public safety concern and health hazard. There is a single family one-story house that was boarded up about 2+ years ago.  The front door was boarded up from the inside and the back door had a board nailed over the doorway.  Windows were closed and Private Property No Trespassing signs were posted in several windows.Front yard is maintained occasionally.  Back yard is overgrown with weeds. As of approx. 2 weeks ago, windows at the front and back have been ope",2020-10-25,"{'type': 'Point', 'coordinates': [-122.37974956, 47.67618781]}",,Completed,1716 NW 65TH ST,SEATTLE,WA,98117.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009282-20CP'},47.67618781,-122.37974956,"{'latitude': '47.67618781', 'longitude': '-122.37974956'}"
153458,153458,009290-20CP,Complaint,Request,Weeds,"The sidewalk on 19th (the property is on the corner of 80th and 19th, has overgrown debris, weeds, blackberries, and dangerous overhanging cedar branches that have broken and fallen onto the sidewalk in the wind.",2020-10-26,"{'type': 'Point', 'coordinates': [-122.38143497, 47.6867124]}",Completed,Completed,1905 NW 80TH ST,SEATTLE,WA,98117.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009290-20CP'},47.6867124,-122.38143497,"{'latitude': '47.6867124', 'longitude': '-122.38143497'}"
153464,153464,009294-20CP,Complaint,Request,Weeds,Blackberry bushes in alley space behind house next to property are overgrown and encroaching onto private property.,2020-10-26,"{'type': 'Point', 'coordinates': [-122.38633486, 47.64192962]}",,Closed,2223 W HALLADAY ST,SEATTLE,WA,98199.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009294-20CP'},47.64192962,-122.38633486,"{'latitude': '47.64192962', 'longitude': '-122.38633486'}"
153465,153465,009295-20CP,Complaint,Request,Weeds,24th and Hinds,2020-10-23,"{'type': 'Point', 'coordinates': [-122.30144763, 47.57294788]}",,Closed,3402 24TH AVE S,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009295-20CP'},47.57294788,-122.30144763,"{'latitude': '47.57294788', 'longitude': '-122.30144763'}"
153474,153474,009302-20CP,Complaint,Request,Weeds,"I should have done a complete inventory of all the area of Wilson Ave S where the sidewalk is half covered with ivy. For now, here's another stretch",2020-10-25,"{'type': 'Point', 'coordinates': [-122.26333223, 47.54658858]}",,Completed,6220 WILSON AVE S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009302-20CP'},47.54658858,-122.26333223,"{'latitude': '47.54658858', 'longitude': '-122.26333223'}"
153492,153492,009318-20CP,Complaint,Request,Weeds,"We received a Warning Citation - Complaint# 008066-20CP - for overgrown vegetation.  The overgrown vegetation is not on our property, 11027 Exeter Avenue N.E.  The land which is the subject of the complaint with overgrown vegetation is owned by another party.Thank youCleo Brooks",2020-10-26,"{'type': 'Point', 'coordinates': [-122.27844391, 47.71036502]}",,Completed,11027 EXETER AVE NE,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009318-20CP'},47.71036502,-122.27844391,"{'latitude': '47.71036502', 'longitude': '-122.27844391'}"
153552,153552,009369-20CP,Complaint,Request,Weeds,The hedges are growing so big. Hard for a person to walk by without getting poked by the bushes,2020-10-27,"{'type': 'Point', 'coordinates': [-122.29706769, 47.67592943]}",Completed,Completed,6502 28TH AVE NE,SEATTLE,WA,98115.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009369-20CP'},47.67592943,-122.29706769,"{'latitude': '47.67592943', 'longitude': '-122.29706769'}"
153575,153575,009387-20CP,Complaint,Request,Weeds,Per CSB; overgrowth is into road from planting strip adjacent to private property] cannot see cross traffic without pulling out into lane of traffic on 15th ave s. on the Hanford side the vegetation is encroaching on to the street,2020-10-29,"{'type': 'Point', 'coordinates': [-122.31314544, 47.57530205]}",Completed,Completed,1502 S HANFORD ST,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009387-20CP'},47.57530205,-122.31314544,"{'latitude': '47.57530205', 'longitude': '-122.31314544'}"
153600,153600,009404-20CP,Complaint,Request,Weeds,"Per CSB; overgrown vegetation - [bamboo and bushes are coming from private property] Overgrown bamboo in alley makes pulling out very difficult. Cars drive down alley very fast. Also, it's difficult to see pedestrians sometimes.",2020-10-29,"{'type': 'Point', 'coordinates': [-122.37559818, 47.54592932]}",,Completed,6321 34TH AVE SW,SEATTLE,WA,98126.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009404-20CP'},47.54592932,-122.37559818,"{'latitude': '47.54592932', 'longitude': '-122.37559818'}"
153601,153601,009405-20CP,Complaint,Request,Weeds,Per CSB; Unmaintained bushes growing over sidewalk.,2020-10-29,"{'type': 'Point', 'coordinates': [-122.34182255, 47.634075]}",,Completed,1704 DEXTER AVE N,SEATTLE,WA,98109.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009405-20CP'},47.634075,-122.34182255,"{'latitude': '47.634075', 'longitude': '-122.34182255'}"
153603,153603,009407-20CP,Complaint,Request,Weeds,"This neighbor has overgrown vegetation growing 2/3 over the path of the sidewalk leaving only 1/3 of a path for us to used or walk on the sidewalk ,Several times I have reach out to contact the individuals in regard to this problem no response.",2020-10-30,"{'type': 'Point', 'coordinates': [-122.3483563, 47.52244736]}",,Completed,9009 10th AVE SW,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009407-20CP'},47.52244736,-122.3483563,"{'latitude': '47.52244736', 'longitude': '-122.3483563'}"
153613,153613,009413-20CP,Complaint,Request,Weeds,Vegetation overgrowth from property into S Mayflower St side ROW,2020-10-30,"{'type': 'Point', 'coordinates': [-122.27397198, 47.55355125]}",,Completed,4710 S BRANDON ST,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009413-20CP'},47.55355125,-122.27397198,"{'latitude': '47.55355125', 'longitude': '-122.27397198'}"
153701,153701,009485-20CP,Complaint,Request,Weeds,The tree blocks the sidewalk.,2020-11-01,"{'type': 'Point', 'coordinates': [-122.38997808, 47.67696313]}",Completed,Completed,6533 26th AVE NW,SEATTLE,WA,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009485-20CP'},47.67696313,-122.38997808,"{'latitude': '47.67696313', 'longitude': '-122.38997808'}"
153703,153703,009487-20CP,Complaint,Request,Weeds,Blocking > 50% of the sidewalk area,2020-10-30,"{'type': 'Point', 'coordinates': [-122.33662047, 47.67064607]}",Completed,Completed,5606 MCKINLEY PL N,SEATTLE,WA,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009487-20CP'},47.67064607,-122.33662047,"{'latitude': '47.67064607', 'longitude': '-122.33662047'}"
153707,153707,009491-20CP,Complaint,Request,Weeds,"PER CSB:Sidewalk on the west side of the street is heavily overgrown on the ground (and has low-hanging plants above, as well), leaving less than a foot-wide amount of concrete available, forcing many pedestrians to use the bike lane instead. This overgrowth is seen for a significant amount the block between Graham and Upland.PHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5f7e630de896338f0084656e/report.jpg",2020-10-29,"{'type': 'Point', 'coordinates': [-122.26409658, 47.54694235]}",Completed,Completed,6210 chatham DR S,SEATTLE,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009491-20CP'},47.54694235,-122.26409658,"{'latitude': '47.54694235', 'longitude': '-122.26409658'}"
153708,153708,009492-20CP,Complaint,Request,Weeds,PER CSB: [From private property into ROW] Overgrowth blocking the roadPHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5f7e6bd8e896338f00846645/report.jpg,2020-10-29,"{'type': 'Point', 'coordinates': [-122.2995564, 47.72786069]}",,Completed,13545 27TH AVE NE,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009492-20CP'},47.72786069,-122.2995564,"{'latitude': '47.72786069', 'longitude': '-122.2995564'}"
153709,153709,009493-20CP,Complaint,Request,Weeds,"PER CSB: [Growing from / adjacent private property - from the private parking lot - owners of it are PORTFOLIO MGMT DIVISON GSA Taxpayer Address: 400 15TH ST SW AUBURN WA 98001] On S Alaska St, blocking shoulder for pedestrians to walkPHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/5f7f7ee3e896338f00847cb8/photo_20201008_140051.jpg",2020-10-29,"{'type': 'Point', 'coordinates': [-122.33869137, 47.56054741]}",Completed,Completed,4660 EAST MARGINAL WAY S,SEATTLE,WA,98134.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009493-20CP'},47.56054741,-122.33869137,"{'latitude': '47.56054741', 'longitude': '-122.33869137'}"
153730,153730,009510-20CP,Complaint,Request,Weeds,Vines and weeds growing over the sidewalk so only a foot of the sidewalk is showing. Needs trimmed.,2020-11-01,"{'type': 'Point', 'coordinates': [-122.32847988, 47.52327306]}",Completed,Completed,424 S HENDERSON ST,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009510-20CP'},47.52327306,-122.32847988,"{'latitude': '47.52327306', 'longitude': '-122.32847988'}"
153732,153732,009511-20CP,Complaint,Request,Weeds,no answer,2020-11-01,"{'type': 'Point', 'coordinates': [-122.28296843, 47.618391]}",,Completed,127 39TH AVE E,SEATTLE,WA,98112.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009511-20CP'},47.618391,-122.28296843,"{'latitude': '47.618391', 'longitude': '-122.28296843'}"
153735,153735,009514-20CP,Complaint,Request,Weeds,"Vegetation growing in the street, reducing traffic to one lane and forcing residents from Lakewood Ave to park on sidewalk. Grass and trees overtaking the street  making driving up and down dangerous to cars and bicyclists and pedestrians alike.",2020-11-03,"{'type': 'Point', 'coordinates': [-122.28345393, 47.57538269]}",Completed,Completed,3132 Cascadia AVE S,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009514-20CP'},47.57538269,-122.28345393,"{'latitude': '47.57538269', 'longitude': '-122.28345393'}"
153736,153736,009515-20CP,Complaint,Request,Weeds,"Vegetation growing in the street, reducing traffic to one lane and forcing residents from Lakewood Ave to park on sidewalk. Grass and trees overtaking the street  making driving up and down dangerous to cars and bicyclists and pedestrians alike.",2020-11-03,"{'type': 'Point', 'coordinates': [-122.28335047, 47.57495642]}",Completed,Completed,3208 CASCADIA AVE S,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009515-20CP'},47.57495642,-122.28335047,"{'latitude': '47.57495642', 'longitude': '-122.28335047'}"
153737,153737,009516-20CP,Complaint,Request,Weeds,"Vegetation growing in the street, reducing traffic to one lane and forcing residents from Lakewood Ave to park on sidewalk. Grass and trees overtaking the street  making driving up and down dangerous to cars and bicyclists and pedestrians alike.",2020-11-03,"{'type': 'Point', 'coordinates': [-122.28337355, 47.57518867]}",Completed,Completed,3200 Cascadia AVE S,SEATTLE,WA,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009516-20CP'},47.57518867,-122.28337355,"{'latitude': '47.57518867', 'longitude': '-122.28337355'}"
153745,153745,009524-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:Bushes around this home impede into the sidewalk area and need trimmed on all sides,2020-11-02,"{'type': 'Point', 'coordinates': [-122.32593348, 47.5232578]}",Completed,Completed,8921 7TH AVE S,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009524-20CP'},47.5232578,-122.32593348,"{'latitude': '47.5232578', 'longitude': '-122.32593348'}"
153746,153746,009525-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP: Overgrown hedge. About 2/3 of sidewalk covered. Planting strip being used as walkway due to overgrowth.,2020-11-04,"{'type': 'Point', 'coordinates': [-122.40202968, 47.65423851]}",Completed,Completed,3800 35TH AVE W,SEATTLE,WA,98199.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009525-20CP'},47.65423851,-122.40202968,"{'latitude': '47.65423851', 'longitude': '-122.40202968'}"
153749,153749,009528-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP: no answer,2020-11-02,"{'type': 'Point', 'coordinates': [-122.2828882, 47.61802229]}",,Closed,115 39TH AVE E,SEATTLE,WA,98112.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009528-20CP'},47.61802229,-122.2828882,"{'latitude': '47.61802229', 'longitude': '-122.2828882'}"
153751,153751,009529-20CP,Complaint,Request,Weeds,Long hanging hard branches obstructing safe passage over sidewalk,2020-11-04,"{'type': 'Point', 'coordinates': [-122.32433448, 47.66373963]}",,Completed,4717 4th AVE NE,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009529-20CP'},47.66373963,-122.32433448,"{'latitude': '47.66373963', 'longitude': '-122.32433448'}"
153788,153788,009559-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:It is really tough to see if children are crossing at the crosswalk because the plants are so dense and grow next to the crosswalk.],2020-11-04,"{'type': 'Point', 'coordinates': [-122.333675, 47.6738977]}",Completed,Completed,6209 MERIDIAN AVE N,SEATTLE,WA,98103.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009559-20CP'},47.6738977,-122.333675,"{'latitude': '47.6738977', 'longitude': '-122.333675'}"
153789,153789,009560-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:no answer,2020-11-04,"{'type': 'Point', 'coordinates': [-122.40616856, 47.67514022]}",Completed,Completed,6400 SEAVIEW AVE NW,SEATTLE,WA,98107.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009560-20CP'},47.67514022,-122.40616856,"{'latitude': '47.67514022', 'longitude': '-122.40616856'}"
153792,153792,009563-20CP,Complaint,Request,Weeds,Overgrown vegetation onvacant lot.,2020-11-02,"{'type': 'Point', 'coordinates': [-122.35808461, 47.52908701]}",,Completed,8133 18TH AVE SW,SEATTLE,WA,98106.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009563-20CP'},47.52908701,-122.35808461,"{'latitude': '47.52908701', 'longitude': '-122.35808461'}"
153800,153800,009570-20CP,Complaint,Request,Weeds,tree branches overhanging onto sidewalk some branches have fallen onto the ground this is a hazard,2020-11-05,"{'type': 'Point', 'coordinates': [-122.32715994, 47.6227971]}",Completed,Completed,427 BELLEVUE AVE E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009570-20CP'},47.6227971,-122.32715994,"{'latitude': '47.6227971', 'longitude': '-122.32715994'}"
153816,153816,009583-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP: Overgrown city owned lot,2020-11-05,"{'type': 'Point', 'coordinates': [-122.37056417, 47.56708308]}",Completed,Completed,4060 30TH AVE SW,SEATTLE,WA,98126.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009583-20CP'},47.56708308,-122.37056417,"{'latitude': '47.56708308', 'longitude': '-122.37056417'}"
153817,153817,009584-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP: Big thorn bush growing 4' into alley. Hard to pass.,2020-11-03,"{'type': 'Point', 'coordinates': [-122.37723968, 47.51541639]}",,Completed,3515 SW 98TH ST,SEATTLE,WA,98126.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009584-20CP'},47.51541639,-122.37723968,"{'latitude': '47.51541639', 'longitude': '-122.37723968'}"
